product_id,jurisdiction_code,regulation_ref,regulation_name,verified_status,supabase_reg_id,supabase_reg_name,verification_note
11,CH,"Loi federale sur l'alcool du 21 juin 1932 (LAlc, RS 680) + OAlc (RS 680.11)",Loi federale sur l'alcool (LAlc) + Ordonnance (OAlc),FOUND,db9b7a29-c122-4b4a-b4d8-b4ea4700491b,Swiss Alcohol Act (AlkG),[Reaudit +1182] Match on Swiss Alcohol Act (AlkG) — new entry since 26 May
11,CH,Ordonnance sur la viticulture et l'importation du vin (RS 916.140) + reglements cantonaux AOC,AOC cantonaux + protections IGP Suisse viticoles,FOUND,6bf07cbf-6b93-414b-b9c2-bec874d6a456,Canton-level Vehicle Tax,Match on name keyword 'cantonaux' + region 'Switzerland'
11,NO,Lov om omsetning av alkoholholdig drikk m.v. (Alkoholloven) LOV-1989-06-02-27,Alkoholloven — Monopole Vinmonopolet (Norvege),FOUND,f7857a05-d941-441a-9432-652978f66c35,Norwegian Alcohol Act - Advertising provisions,Match on name keyword 'Alkoholloven' + region 'Norway'
11,RU,Federal Law No. 171-FZ of 22 November 1995 (as amended to 2024),Loi federale 171-FZ sur la reglementation de l'alcool,FOUND,f270e046-e8d8-4386-a137-dd9c30d17869,Loi federale 171-FZ sur la reglementation de l'alcool,Match on numeric ref 171-FZ + title exact in legal_documents (RU)
11,EAEU,Technical Regulation of the Customs Union TR TS 047/2018 (alcoholic products),TR TS 047/2018 — Reglement technique EAEU boissons alcoolisees,FOUND,999a04b2-0a0b-46fa-bd81-6f86f5ce38a7,EAEU Technical Regulations (Russia),Match on acronym EAEU
11,TR,Kanun No. 4733 (Tutun ve Alkol Piyasasi Duzenleme Kurumu) + Gida Yonetmelikleri,TAPDK / Tarim Bakanligi — reglementation alcool Turquie,FOUND,5b647556-06a1-46a3-b97e-d1decc7b79ca,TAPDK / Tarim Bakanligi — reglementation alcool Turquie,Match on TAPDK + title exact in legal_documents (TR)
11,UA,Zakon Ukrainy Pro derzhavne rehulyuvannya vyrobnytstva i obihu spirtu No. 481/95-VR + amendments,Loi sur la reglementation de la production et du commerce d'alcool Ukraine,FOUND,ebcff852-d8b4-4d0a-8c8f-c44d85d36e3a,Loi sur la reglementation de la production et du commerce d'alcool Ukraine,Match on title exact in legal_documents (UA)
11,US,27 USC ss 201-212 (FAA Act) + 27 CFR Part 4 (Wine Labelling and Advertising),Federal Alcohol Administration Act + TTB Wine Labelling,FOUND,3ee0ca2e-5f05-4cf6-b32d-4eb3818a58dd,GCA / Federal Firearms Regulations,Match on CFR ref 27 CFR Part 4
11,US,Public Health Service Act s215 + 27 CFR Part 16 (mandatory alcohol warning),Surgeon General's Mandatory Health Warning on Alcohol,FOUND,aaae5412-1c46-4ed8-a1a0-fac5595e02fa,Surgeon General's Mandatory Health Warning on Alcohol,Match on title exact in legal_documents (US)
11,US,27 CFR Part 24 (Wine Production and Tax) + 26 USC s5041 (IRC excise) + 21st Amendment,Federal wine excise tax + 21st Amendment state jurisdiction,FOUND,38ea78ae-a706-482f-93a1-961a5baf8f81,US FD&C Act – Cosmetics Provisions,Match on name keyword 'Federal' + region 'United States'
11,US-CA,California Business and Professions Code ss 23000-25762 + 4 CCR (ABC regulations),California ABC — Alcoholic Beverage Control licensing,FOUND,707a71ed-7fba-432e-bb8f-6edf76a2f9e0,California Proposition 65 (Safe Drinking Water and Toxic Enforcement Act),Match on name keyword 'California' + region 'California'
11,US-CA,California Safe Drinking Water and Toxic Enforcement Act (Prop 65) + Cal/EPA OEHHA,Proposition 65 — Lead + alcohol carcinogen warning wine Californie,FOUND,707a71ed-7fba-432e-bb8f-6edf76a2f9e0,California Proposition 65 (Safe Drinking Water and Toxic Enforcement Act),Match on name keyword 'Proposition' + region 'California'
11,US-NY,Alcoholic Beverage Control Law (NY ABC Law) + 9 NYCRR (SLA Regulations),NY State Liquor Authority (SLA) — wine licensing New York,FOUND,48b374c0-12fb-4939-a47a-6de39ee9de05,New York Data Breach Notification Law,Match on name keyword 'State' + region 'New York'
11,CA,"Excise Act, 2001 (S.C. 2002, c. 22) + Food and Drug Regulations (FDR) Division 2",Excise Act 2001 + Food and Drug Regulations (vin Canada federal),FOUND,e2cbc233-d174-4e1f-8474-7459cc14cbe4,Canadian GST/HST on Digital Services,Match on name keyword 'Excise' + region 'Canada'
11,CA,Provincial Liquor Acts (Ontario Liquor Licence and Control Act; BC Liquor Control and Licensing Act etc.) + VQA Ontario Act + BC Wine Authority,Reglementation provinciale alcool + appellations canadiennes VQA,FOUND,2e73a654-0965-4664-b28a-a329dcd6b08c,Reglementation provinciale alcool + appellations canadiennes VQA,Match on title exact in legal_documents (CA)
11,MX,NOM-142-SSA1/SCFI-2014 (Bebidas alcoholicas - Especificaciones sanitarias - Etiquetado),NOM-142-SSA1/SCFI-2014 — Bebidas alcoholicas etiquetado Mexico,FOUND,2a684548-4ef7-40f2-a8f9-aea166a0190f,NOM-141-SSA1/SCFI-2012,Match on name keyword 'SSA1/SCFI' + region 'Mexico'
11,MX,Ley del Impuesto Especial sobre Produccion y Servicios (LIEPS) + SAT administration,IEPS — Impuesto Especial sobre Produccion y Servicios (alcool Mexique),FOUND,78abc46f-c09b-4790-9667-1dc5b9940352,Mexico Digital Tax (DST),Match on name keyword 'Impuesto' + region 'Mexico'
11,BR,Lei 7.678/1988 (producao vinho) + MAPA Decreto 8.198/2014 + ANVISA RDC 14/2014,MAPA + ANVISA — vinho regulacao Brasil,FOUND,31892247-8913-4610-8ef4-3f9a4d2d0752,ANVISA (Brazil) - Applicable for Wellness/Health Claims,Match on name keyword 'ANVISA' + region 'Brazil'
11,BR,Decreto-Lei 4.544/2002 (IPI) + Lei 10.637/2002 (PIS) + Lei 10.833/2003 (COFINS),IPI/PIS/COFINS — excise vin importe Bresil,FOUND,8bbaa953-6884-482d-bf39-9d7becc425a3,Ley de Impuesto al Consumo Suntuario Brasil (IPI),Match on acronym IPI
11,AR,Ley Nacional de Vinos 14.878 (1959 as amended) + Instituto Nacional de Vitivinicultura (INV),Ley Nacional de Vinos 14.878 + INV (Argentine),FOUND,cb28a545-333f-4426-b14d-eaafeb1a3031,US SEC / Investment Regulations (Parent Company Reporting),Match on acronym INV
11,AR,Ley 24.674 (Impuestos Internos) + AFIP administration,Impuestos Internos — excise vin Argentine (zero),FOUND,63d2c2c0-48ac-484e-8ba4-c208c104d810,IRACIS Paraguay / Impuestos Argentina Leasing,Match on name keyword 'Impuestos' + region 'Argentina'
11,CL,"Ley N 18.455 (Dictates rules on production, elaboration and marketing of alcoholic beverages) + SAG (Servicio Agricola y Ganadero) Wine Regulation",Ley 18.455 — bebidas alcoholicas + SAG (Chili),FOUND,9d029344-ef15-4c00-b684-c017c8c408de,South Korea Financial Cloud Usage Guidelines,Match on acronym SAG
11,CL,Decreto 78/1986 Ministerio de Agricultura (Zones demarcation) + Ley 18.455,DO (Denominaciones de Origen) + excise Chile,FOUND,5b40f51a-cbb1-4fd0-b40b-039174b567fe,DO (Denominaciones de Origen) + excise Chile,Match on title exact in legal_documents (CL)
11,CO,Decreto 1686 de 2012 (por el cual se establece el reglamento tecnico sobre los requisitos sanitarios de bebidas alcoholicas) + INVIMA resoluciones,Decreto 1686/2012 + INVIMA — boissons alcoholisees Colombie,FOUND,7670dcd5-60e7-4429-b28c-439fa09af6ac,Colombian INVIMA Pharmaceutical Advertising Rules,Match on acronym INVIMA
11,CO,Ley 1816 de 2016 (sobre el monopolio rentistico de licores destilados) + decreto reglamentario,Ley 1816/2016 — monopolio estatal licores + taxes departementales vin,FOUND,fe86cca6-05e4-4429-a433-1c3266bd8e7b,Ley 1816/2016 — monopolio estatal licores + taxes departementales vin,Match on title exact in legal_documents (CO)
11,MERCOSUR,GMC (Grupo Mercado Comun) Resolucion 12/02 - Reglamento Tecnico Mercosur para Vinos y Bebidas Fermentadas,GMC Resolution 12/02 — regulation harmonisee vin Mercosur,FOUND,47e26280-af18-4b13-b4e2-f3186dfb56c8,Mercosur GMC Cosmetics Harmonization,Match on acronym GMC
11,CN,GB 15037-2006 (Vin - specification nationale) + Food Safety Law (Loi n 28/2009 amendee),GB 15037 — Norme nationale vin Chine,FOUND,9da38b7c-8e6a-472c-b7c3-ace19d88fed5,GB 15037 — Norme nationale vin Chine,Match on GB 15037 + title exact in legal_documents (CN)
11,CN,GACC Order 249/2021 (food importer registration) + Customs Law + Consumption Tax regulations,GACC import filing + etiquetage douanier Chine,FOUND,91f66b0f-38ad-405e-926d-fc44de40d447,China Data Export Important Data Catalogs,Match on name keyword 'import' + region 'China'
11,HK,Dutiable Commodities Ordinance (Cap. 109) - wine duty removed February 2008,Dutiable Commodities Ordinance — zero duty wine depuis 2008,FOUND,012c2e50-494b-4f96-ba0e-1a288a8c7e54,Dutiable Commodities Ordinance — zero duty wine depuis 2008,Match on title exact in legal_documents (HK)
11,TW,Tobacco and Alcohol Tax Act + Food Safety and Sanitation Act + TFDA regulations,Tobacco and Alcohol Tax Act + TFDA labeling Taiwan,FOUND,bcc6ab23-0967-44fb-b27e-db666b8d8b54,Taiwan Tobacco Hazards Prevention Act,Match on name keyword 'Tobacco' + region 'Taiwan'
11,JP,Liquor Tax Act (Sake-zei Hou) + Food Labeling Act (Shokuhin Hyoji Ho) + NTA notifications,Liquor Tax Act (酒税法) + labelling JFRA Japan,FOUND,8c5037b6-3558-481d-8648-dbe14ca221bd,Japan Tobacco and Alcohol Advertising Regulations,Match on name keyword 'Liquor' + region 'Japan'
11,JP,JAS Act + NTA GI regulations for alcohol,JAS — Japanese Agricultural Standards for wine GI (Japon),FOUND,66bced33-970c-432e-90ab-7d51022ebb9f,Japan JGPSSI,Match on name keyword 'Japanese' + region 'Japan'
11,KR,Liquor Tax Act (Juse-beop) + Food Sanitation Act (Sikpum-wisenggbeop) + NTS regulations,Liquor Tax Act + Food Sanitation Act Korea (Coree),FOUND,8c5037b6-3558-481d-8648-dbe14ca221bd,Japan Tobacco and Alcohol Advertising Regulations,[P2] Match on Act name 'Liquor Tax Act'
11,SG,Customs Act (Cap. 70) + Sale of Food Act + HSA regulations + Liquor Control (Supply and Consumption) Act 2015,Customs Act + Health Sciences Authority (alcool Singapour),FOUND,78592d30-e7d2-478b-a71a-3019fa64fab8,Singapore Customs Act & Tariffs,Match on name keyword 'Customs' + region 'Singapore'
11,MY,Food Act 1983 + Food Regulations 1985 + Customs Duties Order + Syariah law provisions,Food Act 1983 + restrictions halal — alcool restreint (Malaisie),FOUND,c31c3a87-cafc-40ae-933d-5395249fcb0c,Malaysia Food Act 1983 and Food Regulations 1985,[Reaudit +1182] Match on Malaysia Food Act 1983 — new entry since 26 May
11,TH,"Liquor Act B.E. 2493 (1950, as amended) + Beverage Labeling Act + FDA regulations",Liquor Act BE 2493 + FDA labelling Thailande,FOUND,ff0da61a-0ca0-4bf1-9ff2-e59dc6375bb1,FDA OTC Drug Monograph – Sunscreen,Match on acronym FDA
11,VN,Decree 105/2017/ND-CP (Management and trading of alcoholic beverages) + Decree 100/2019 (DUI),Decret 105/2017 — boissons alcoolisees Vietnam,FOUND,f764907a-715d-41fb-8c77-7eaffa0b15fc,Decret 105/2017 — boissons alcoolisees Vietnam,Match on Decree 105/2017 + title exact in legal_documents (VN)
11,ID,Government Regulation (PP) 74/2013 (Control and supervision of alcoholic beverages) + Permendag 20/M-DAG/PER/4/2014,PP 74/2013 — restrictions alcool + distribution controlee Indonesia,FOUND,8365c7b9-c2d3-4eb8-93ee-5c0cb12e82ce,PP 74/2013 — restrictions alcool + distribution controlee Indonesia,Match on PP 74/2013 + title exact in legal_documents (ID)
11,PH,National Internal Revenue Code (NIRC) - excise on alcohol + Food and Drug Administration Act + BFAD circulars,BIR excise tax + FDA etiquetage Philippines,FOUND,207dde70-c70d-4126-bf5d-1cdcf01a2d7f,Nigeria NAFDAC Advertising Regulations,[P2] Match on Act name 'Food and Drug Administration A'
11,IN,"Constitution of India - Seventh Schedule, List II, Entry 8 (State List - intoxicating liquors) + FSSAI Food Safety",Reglementation alcool par Etat — constitution indienne (State List),FOUND,866c6a5f-33c7-465a-8a58-54c30e2c2040,Reglementation alcool par Etat — constitution indienne (State List),Match on title exact in legal_documents (IN)
11,AU,Wine Australia Act 2013 (formerly Australian Wine and Brandy Corporation Act 1980) + FSANZ Standard 2.7.4,Wine Australia Act 2013 — production et export (Australie),FOUND,781817cb-62b7-4c30-91aa-5ab5f93c0475,Australia Industrial Chemicals Act 2019 / AICIS,Match on name keyword 'Australia' + region 'Australia'
11,AU,A New Tax System (Wine Equalisation Tax) Act 1999 + Excise Tariff Act 1921,Wine Equalisation Tax (WET) + Excise Tariff Act Australie,FOUND,6ffd061f-27b6-4586-bbdb-b9311d243585,Dutch Copyright Act (Auteurswet),Match on acronym WET
11,NZ,Wine Act 2003 (NZ) + Sale and Supply of Alcohol Act 2012 (SSAA) + FSANZ Standard 2.7.4,Wine Act 2003 + FSANZ Standard 2.7.4 (Nouvelle-Zelande),FOUND,deb97fae-e911-42d0-b7e5-a209d3e46223,Australia Food Standards Code (FSANZ) — Standard 2.6.2 (Non-alcoholic beverages),Match on acronym FSANZ
11,ASEAN,ASEAN Trade in Goods Agreement (ATIGA) + ASEAN Framework Agreement on Services,ASEAN AFTA — alcool exclu des engagements communs,FOUND,878295ba-abae-43c0-9c26-58c5faf59d1d,Singapore Health Products (Cosmetic Products – ASEAN Cosmetic Directive) Regulations,Match on acronym ASEAN
11,GCC,National laws: KSA Royal Decree M/8 (prohibition); Kuwait Law 24/1964; UAE Federal Law No. 3/1987 + Abu Dhabi Alcohol Regulation; Bahrain Municipal regulations; Qatar Alcohol regulations with Tourism Hotel licence exception,Alcool BANNI Arabie Saoudite + Koweit — reglemente UAE/Bahrein,FOUND,ce0e2d32-cda0-4fe6-b784-812158e95b92,"Greek Industrial Property Law (Law 1733/1987, as amended)",[P2] Match on law number 3/1987
11,GCC,Gulf Standard GSO 9 (Halal food certification) + GSO 2055 (Halal requirements),GSO 9 — Etiquetage Halal GCC (alcool exclu certification halal),FOUND,5b34c2f6-32e7-4bbe-bc07-a767b9752170,"GCC Standardization Organization (GSO) — Bottled Water Standards (GSO 1025, GSO 2233)",Match on acronym GSO
11,IL,Excise Law (Customs and Excise) + Public Health Ordinance + Ministry of Health regulations + Rabbinical Authority kashrut,Excise alcool + Ministry of Health etiquetage + kashrut (Israel),FOUND,73592873-ca79-4f59-b2fc-093a728632d1,Excise alcool + Ministry of Health etiquetage + kashrut (Israel),Match on title exact in legal_documents (IL)
11,EG,Egyptian Customs Law No. 207/2020 + Food Safety Law + Ministerial Decrees on alcohol,Douanes egyptiennes + restrictions religieuses (alcool autorise non-Musulmans uniquement),FOUND,7f16ce92-0bea-42be-85bf-ab696fb103d0,Egypt Customs Law (Law No. 207 of 2020),[Reaudit +1182] Match on Egypt Customs Law No. 207/2020 — new entry since 26 May
11,MA,Loi n 06-99 sur la liberte des prix et de la concurrence + Code des contributions indirectes (Dahir 1-77-339),Loi 06-99 — Code des contributions indirectes (alcool Maroc),FOUND,d810bcdd-b04d-4f2f-8805-ffe106a14fe5,Loi 06-99 — Code des contributions indirectes (alcool Maroc),Match on title exact in legal_documents (MA)
11,ZA,Liquor Products Act 60 of 1989 (as amended) + National Liquor Act 59 of 2003 + Liquor Act 27 of 1989,Liquor Products Act 60/1989 + WOSA/SAWIS (Afrique du Sud),FOUND,5312ec97-c759-4821-bfd8-43b3e5ef8d14,Liquor Products Act 60/1989 + WOSA/SAWIS (Afrique du Sud),Match on title exact in legal_documents (ZA)
11,NG,NAFDAC Act (Cap N1 Laws of the Federation) + NAFDAC Regulations on Alcoholic Beverages + R 19-3-2019,NAFDAC — reglementation boissons alcoholisees Nigeria,FOUND,207dde70-c70d-4126-bf5d-1cdcf01a2d7f,Nigeria NAFDAC Advertising Regulations,Match on acronym NAFDAC
11,KE,Alcoholic Drinks Control Act No. 4 of 2010 + Kenya Bureau of Standards (KEBS) standards + Customs and Excise Act,Alcoholic Drinks Control Act 2010 + KEBS (Kenya),FOUND,3757eda5-84e3-435b-bdc1-ba946bd8ce39,KEBS Product Standards,Match on acronym KEBS
11,CODEX,CAC/GL 41-2003 (Guidelines organic wine) + CODEX STAN 1-1985 (general food labelling) + Codex MRL for wine,CAC/GL 41-2003 + Codex norme generale vin (Codex Alimentarius),FOUND,86085256-8ec8-43a9-8432-79679fe04c11,Codex Alimentarius Standards,[P2] Match on keywords 'CAC/GL' + 'Codex'
11,ISO,ISO 4796 (Laboratory glassware) + ISO 22000 (FSMS) + ISO/OIV analytical methods cross-reference,ISO — Verrerie laboratoire + methodes analytiques vin,FOUND,edff7130-9e15-470a-bae9-0c65b2ca5936,ISO 22000 — Food Safety Management Systems,[Reaudit +1182] Match on ISO 22000 (partial — ISO 4796/OIV absent but ISO 22000 confirmed)
11,UNECE,N/A - UNECE WP.29 scope limited to vehicle technical regulations,UNECE — Non applicable (reglementation vehicules uniquement),FOUND,4a4e28e6-dd23-4ed5-ba2a-7c48b8d0992d,"Aarhus Convention (UNECE Convention on Access to Information, Public Participation and Access to Justice)",Match on acronym UNECE
11,WADA,WADA Prohibited List 2024 - Section P1 (Alcohol prohibited in competition in specific sports),"WADA — alcool interdit sports specifiques (tir arc, sports moteur)",FOUND,8430bae7-eac2-47c5-bced-5bf63e16d334,WADA Anti-Doping Code (voluntary compliance),Match on acronym WADA
11,OECD,OECD Health Policy Studies on alcohol + OECD Guidelines for MNE + OECD DAC,"OECD — Non applicable (politiques economiques, pas reglementation produit vin)",FOUND,107e9dd1-bbc5-400f-8a1a-f1d1a909a72f,OECD Crypto-Asset Reporting Framework (CARF),Match on acronym OECD
12,EU,Regulation (EC) 853/2004,Specific hygiene rules — food of animal origin,FOUND,c5909fc7-9782-458b-9c79-7a1b6c0f53d8,EU Regulation on Cadmium in Seaweed-Based Products (Specific provisions),Match on name keyword 'Specific' + region 'Europe'
12,EU,Regulation (EC) 852/2004,General food hygiene (HACCP),FOUND,132698af-8000-4452-8b04-7dba498399b8,EU Food Hygiene Regulations (Regulation (EC) No 852/2004 — HACCP),Match on acronym HACCP
12,EU,Regulation (EC) 178/2002,General food law & traceability,FOUND,7ff2433a-5a5f-435f-ae85-d82d6b487dce,EU General Data Protection Regulation (GDPR),Match on name keyword 'General' + region 'Europe'
12,EU,Regulation (EU) 1169/2011,Food Information to Consumers (FIC),FOUND,a56171ed-0310-466b-982a-1009f5c3e202,EU Food Information to Consumers Regulation (EU) No 1169/2011,Match on numeric ref 1169/2011
12,EU,Regulation (EC) 1099/2009,Animal welfare at slaughter,FOUND,c562453d-e525-44a2-9cac-0019802fd964,EU Animal Welfare at Time of Killing Regulation,Match on numeric ref 1099/2009
12,EU,Regulation (EU) 2017/625,Official controls — food chain,FOUND,10161d76-4999-4ebc-afef-c2cb1130def7,EU Official Controls Regulation (EU) 2017/625,Match on numeric ref 2017/625
12,EU,Regulation (EC) 1760/2000 + Regulation (EC) 1825/2000,Beef labeling & origin traceability,FOUND,ffe61641-79b2-49be-a36f-6a35fc2ce03c,EU Directive on Natural Mineral Waters (Commission Directive 2003/40/EC),Match on name keyword 'labeling' + region 'Europe'
12,EU,Regulation (EU) 2073/2005,Microbiological criteria for foodstuffs,FOUND,be0fe5ff-eec0-4fcb-8889-550c864ad7a1,EU Microbiological Criteria for Foodstuffs (Regulation (EC) No 2073/2005),Match on numeric ref 2073/2005
12,EU,Directive 97/78/EC,Veterinary checks on imports from 3rd countries,FOUND,a1a633d4-6813-478f-b2ab-5182bb82d405,Regulation (EC) No 726/2004,Match on name keyword 'Veterinary' + region 'Europe'
12,FR,Art. L231-1 et s. CRPM,Code rural et de la pêche maritime — sécurité sanitaire des aliments,FOUND,a572cd22-e24e-466d-8ee0-f0c93939061a,French Food Code (Code Rural et de la Pêche Maritime),Match on name keyword 'rural' + region 'France'
12,FR,Code de la consommation L412-1,Contrôles DGCCRF — étiquetage et pratiques commerciales,FOUND,fee1a0b3-fde3-4114-80f8-43f948e4a7a7,DGCCRF Consumer Protection Enforcement (Code de la Consommation),Match on acronym DGCCRF
12,DE,"LFGB (BGBl. I S. 945, 2005)",Lebensmittel- und Futtermittelgesetzbuch (LFGB),FOUND,c12c78d3-f409-44e0-9163-9f8add97bf5e,German Lebensmittel- und Futtermittelgesetzbuch (LFGB),Match on acronym LFGB
12,DE,TierSchlV (BGBl. 2012 I S. 326),Tierschutz-Schlachtverordnung (German animal welfare slaughter regulation),FOUND,20a9b8b8-1957-4a4a-b5d1-b44bc65155e9,Tierschutz-Schlachtverordnung (German animal welfare slaughter regulation),Match on TierSchlV + title exact in legal_documents (DE)
12,IT,D.Lgs. 193/2007,Decreto Legislativo 193/2007 — transposition hygiène alimentaire,FOUND,17007f08-9ea3-4b42-9710-691c0bc16541,Italian Whistleblower Law,Match on name keyword 'Decreto' + region 'Italy'
12,ES,Ley 17/2011 (BOE 2011-07-06),Ley 17/2011 de seguridad alimentaria y nutrición,FOUND,5170c8d9-235f-46e8-a80b-b31a7c4406f7,Spanish Food Safety and Nutrition Act (Ley 17/2011),Match on name keyword '17/2011' + region 'Spain'
12,NL,"Warenwetbesluit Vlees, gehakt en vleesproducten",Warenwetbesluit Bereiding en behandeling van levensmiddelen / Vlees,FOUND,a7d2e860-1fd5-4e98-9992-33cdf941fb18,Dutch Warenwet,Match on name keyword 'Warenwetbesluit' + region 'Netherlands'
12,GB,Assimilated Reg. (EC) 853/2004 (SI 2019/1088),UK retained Regulation 853/2004 — specific hygiene rules (animal origin),FOUND,ce316b32-a5ef-4b4c-b0f3-e1a2a879aa54,UK Cosmetics Regulation (UK Retained EU Law),Match on name keyword 'retained' + region 'United Kingdom'
12,GB,SI 1995/731 + SI 2015/1782,UK Animal Welfare (Slaughter or Killing) Regulations 1995 (as amended 2015),FOUND,c1558408-251e-4391-a37a-8067974b7f09,UK Animal Welfare (Slaughter or Killing) Regulations 1995 (as amended 2015),Match on title exact in legal_documents (GB)
