product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,legal_api_match,legal_api_id,legal_api_match_method,gap_action,notes
5,Adhesive Bandages,Class I Medical Device,CZ,Czech Republic,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Czech Republic,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,DK,Denmark,Europe,EU MDR applicable in Denmark,Regulation (EU) 2017/745 + BEK nr 1263/2020,Danish Medicines Agency (Lægemiddelstyrelsen),DMA as CA; Danish labelling; national notification for Class I,TO_REVIEW,CRITICAL,,,,,Active Nordic cooperation on vigilance
5,Adhesive Bandages,Class I Medical Device,DK,Denmark,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Denmark,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,DK,Denmark,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Denmark,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,DK,Denmark,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Denmark,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,DK,Denmark,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Denmark,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,EE,Estonia,Europe,EU MDR applicable in Estonia,Regulation (EU) 2017/745 + Meditsiiniseadme seadus,State Agency of Medicines (Ravimiamet),Ravimiamet CA; Estonian labelling; e-notification system,TO_REVIEW,CRITICAL,,,,,Highly digitalized e-Estonia integration
5,Adhesive Bandages,Class I Medical Device,EE,Estonia,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Estonia,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,EE,Estonia,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Estonia,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,EE,Estonia,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Estonia,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,EE,Estonia,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Estonia,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,FI,Finland,Europe,EU MDR applicable in Finland,Regulation (EU) 2017/745 + Laki 719/2021,Fimea (Finnish Medicines Agency) / Valvira,Fimea CA for medical devices since 1-Jan-2020; Finnish/Swedish labelling,TO_REVIEW,CRITICAL,,,,,Fimea integrated with NCA role in Finland
5,Adhesive Bandages,Class I Medical Device,FI,Finland,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Finland,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,FI,Finland,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Finland,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,FI,Finland,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Finland,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,FI,Finland,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Finland,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,EU MDR applicable in France,Regulation (EU) 2017/745 + Code de la santé publique L5211-1,ANSM (Agence nationale de sécurité du médicament),ANSM as competent authority; vigilance via TMV portal; French labelling requirement L5211-3-2,TO_REVIEW,CRITICAL,,,,,France enforces MDR via ANSM; mandatory French language labelling for hospitals/pharmacies
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,ANSM Medical Device Vigilance,Decision 13/03/2018 + L5212-1 CSP,ANSM,Serious incident reporting within 10 days; FSCA notification; vigilance contact in EUDAMED,TO_REVIEW,CRITICAL,,,,,Strict timelines for incident reporting; Telematérovigilance portal mandatory
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,French Pharmacy Monopoly Code,Code de la santé publique L4211-1,ARS / Ordre des Pharmaciens,Sterile bandages may be subject to pharmacy distribution monopoly; OTC sales authorized for non-sterile,TO_REVIEW,MEDIUM,,,,,Class I non-sterile = free distribution; sterile = pharmacy or licensed channels
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,DEEE / WEEE French scheme,Décret 2005-829 / Articles R543-172,ADEME / eco-organismes,Eco-participation for medical packaging; EPR via DASTRI for healthcare waste,TO_REVIEW,LOW,,,,,DASTRI scheme for sharps & medical device waste collection
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,French unique device identifier deployment,Décret 2020-1380,ANSM,UDI mandatory for Class I post-26-May-2025; carrier on label and packaging,TO_REVIEW,HIGH,,,,,UDI fully enforced for all classes including Class I in 2025
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority France,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance France,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme France,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,FR,France,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry France,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,EU MDR applicable in Germany,Regulation (EU) 2017/745 + MPDG (Medizinprodukterecht-Durchführungsgesetz),BfArM (Bundesinstitut für Arzneimittel und Medizinprodukte) / Länder authorities,BfArM federal CA; Länder market surveillance; MPDG national execution law; German labelling required,TO_REVIEW,CRITICAL,,,,,MPDG replaced MPG in May 2021; Bundesoberbehörde split BfArM/PEI
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,BfArM Medical Device Vigilance,MPDG §62 / MPSV,BfArM,Serious incident reports to BfArM; MEDDEV-aligned timelines; UDI-PI inclusion required,TO_REVIEW,CRITICAL,,,,,Strict German reporting culture; high reporting volumes
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,German Medical Devices Sale Ordinance,MPBetreibV / MPAV,Länder Gesundheitsämter,Distribution channels for Class I; pharmacy reservation for certain sterile devices,TO_REVIEW,MEDIUM,,,,,MPAV lists devices reserved to pharmacies
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,German Packaging Act (VerpackG),Verpackungsgesetz 2019,ZSVR (Zentrale Stelle Verpackungsregister),LUCID registration for primary/secondary/transport packaging; EPR fees,TO_REVIEW,MEDIUM,,,,,Mandatory LUCID registration since 2019
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Germany,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Germany,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Germany,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,DE,Germany,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Germany,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,GR,Greece,Europe,EU MDR applicable in Greece,Regulation (EU) 2017/745 + Law 4737/2020,EOF (National Organization for Medicines),EOF CA; Greek labelling mandatory; national notification,TO_REVIEW,CRITICAL,,,,,Greek language labelling strictly enforced
5,Adhesive Bandages,Class I Medical Device,GR,Greece,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Greece,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,GR,Greece,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Greece,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,GR,Greece,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Greece,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,GR,Greece,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Greece,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,HU,Hungary,Europe,EU MDR applicable in Hungary,Regulation (EU) 2017/745 + Decree 8/2003 (III. 13.) ESzCsM,OGYÉI (National Institute of Pharmacy and Nutrition),OGYÉI CA; Hungarian labelling; national notification system,TO_REVIEW,CRITICAL,,,,,OGYÉI merged with NÉBIH responsibilities
5,Adhesive Bandages,Class I Medical Device,HU,Hungary,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Hungary,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,HU,Hungary,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Hungary,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,HU,Hungary,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Hungary,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,HU,Hungary,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Hungary,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,IE,Ireland,Europe,EU MDR applicable in Ireland,Regulation (EU) 2017/745 + SI 261/2021,HPRA (Health Products Regulatory Authority),HPRA CA; English labelling; vigilance via HPRA online portal,TO_REVIEW,CRITICAL,,,,,HPRA actively involved in EU coordination groups
5,Adhesive Bandages,Class I Medical Device,IE,Ireland,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Ireland,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,IE,Ireland,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Ireland,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,IE,Ireland,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Ireland,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,IE,Ireland,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Ireland,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,EU MDR applicable in Italy,Regulation (EU) 2017/745 + D.Lgs. 137/2022,Ministero della Salute / DG DMSPS,National implementing decree; Italian language labelling Art. 12; vigilance to Ministero,TO_REVIEW,CRITICAL,,,,,"D.Lgs. 137/2022 adopted Aug 2022; banche dati MD obsolete, EUDAMED preferred"
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,Italian Medical Device Database (BD/RDM),Decree 21/12/2009 + D.Lgs. 137/2022,Ministero della Salute,BD/RDM registration mandatory for Italian market until full EUDAMED rollout; CND classification,TO_REVIEW,HIGH,,,,,Dual registration BD/RDM + EUDAMED during transition
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,Italian Pharmacy Distribution Law,L. 248/2006 Bersani + DM 27/01/2010,Ministero della Salute / NAS Carabinieri,Sterile bandages distribution channels; parafarmacia authorized for Class I,TO_REVIEW,MEDIUM,,,,,Liberalization since Bersani decree 2006
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,Italian Packaging EPR (CONAI),D.Lgs. 152/2006 Part IV,CONAI consortium,EPR fees CONAI for packaging; recycled content disclosure,TO_REVIEW,LOW,,,,,Mandatory for producers placing on IT market
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Italy,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Italy,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Italy,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,IT,Italy,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Italy,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
